cruise,cast,niskin,niskin_second_cast,station,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,temperature_sampling,incubation_tank,temperature_incubation_avg,temperature_incubation_std,light_level,size_fraction,Chla,Chlad10,Chlau10,Chlad10per,Chlau10per,duration_incubation,dilution,mu_0,mu_0_std,grazing,grazing_std,mu_N,mu_N_std
en644,1',20-21-22',NA',L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,3,24.1979041533546,2.00346426504113,100%,>0&<10,0.587663734691508,0.378308529207658,0.20935520548385,0.64375,0.35625,1.08194444444962,0.243256578947368,1.20187755363028,1.47760286360587,1.32612403426698,0.882824075583155,NaN,NaN
en644,1',20-21-22',NA',L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,3,24.1979041533546,2.00346426504113,100%,>0&<200,0.587663734691508,0.378308529207658,0.20935520548385,0.64375,0.35625,1.08194444444962,0.243256578947368,2.26080201684967,1.04635535423485,1.33226786834219,0.597672576808596,NaN,NaN
en644,1',20-21-22',NA',L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,3,24.1979041533546,2.00346426504113,100%,>10&<200,0.587663734691508,0.378308529207658,0.20935520548385,0.64375,0.35625,1.08194444444962,0.243256578947368,3.17991860009883,1.41945891835838,1.75227807592612,0.777573326775015,NaN,NaN
en644,1',20-21-22',NA',L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,3,24.1979041533546,2.00346426504113,15%,>0&<10,0.587663734691508,0.378308529207658,0.20935520548385,0.64375,0.35625,1.08194444444962,0.243256578947368,1.60681584672039,0.309169815742526,0.763972586668341,0.269090425216043,NaN,NaN
en644,1',20-21-22',NA',L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,3,24.1979041533546,2.00346426504113,15%,>0&<200,0.587663734691508,0.378308529207658,0.20935520548385,0.64375,0.35625,1.08194444444962,0.243256578947368,2.04859314056072,0.774977172342573,0.879958365414828,0.422096908500746,NaN,NaN
en644,1',20-21-22',NA',L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,3,24.1979041533546,2.00346426504113,15%,>10&<200,0.587663734691508,0.378308529207658,0.20935520548385,0.64375,0.35625,1.08194444444962,0.243256578947368,2.50139025692498,1.14501875933884,0.765211854191807,0.634392341644976,NaN,NaN
en644,13',21-22-23',NA',L10,2019-08-22 17:29:39+00:00,2019-08-22 18:00:00+00:00,2019-08-23 18:50:00+00:00,39.93416,-70.8849,2.87366666666667,27.3456666666667,2,28.0074247491639,0.645050669298626,100%,>0&<10,0.13821696391593,0.121978887036296,0.0162380768796337,0.882517482517483,0.117482517482517,1.03472222224809,0.179020979020979,0.425216865001287,0.192415978245231,0.1910707482487,0.110415144739993,NaN,NaN
en644,13',21-22-23',NA',L10,2019-08-22 17:29:39+00:00,2019-08-22 18:00:00+00:00,2019-08-23 18:50:00+00:00,39.93416,-70.8849,2.87366666666667,27.3456666666667,2,28.0074247491639,0.645050669298626,100%,>0&<200,0.13821696391593,0.121978887036296,0.0162380768796337,0.882517482517483,0.117482517482517,1.03472222224809,0.179020979020979,0.527389947186346,0.210410300364765,0.319964180759661,0.135262100104704,NaN,NaN
en644,13',21-22-23',NA',L10,2019-08-22 17:29:39+00:00,2019-08-22 18:00:00+00:00,2019-08-23 18:50:00+00:00,39.93416,-70.8849,2.87366666666667,27.3456666666667,2,28.0074247491639,0.645050669298626,100%,>10&<200,0.13821696391593,0.121978887036296,0.0162380768796337,0.882517482517483,0.117482517482517,1.03472222224809,0.179020979020979,0.412364771560776,0.199912433216554,0.0430403136695972,0.0999562166082772,NaN,NaN
en644,13',21-22-23',NA',L10,2019-08-22 17:29:39+00:00,2019-08-22 18:00:00+00:00,2019-08-23 18:50:00+00:00,39.93416,-70.8849,2.87366666666667,27.3456666666667,2,28.0074247491639,0.645050669298626,15%,>0&<10,0.13821696391593,0.121978887036296,0.0162380768796337,0.882517482517483,0.117482517482517,1.03472222224809,0.179020979020979,1.01106434455887,0.0509088108000975,0.0217130643325218,0.0478196712564908,1.14722323204519,0.0509088108000975
