cruise,cast,niskin,niskin_other_method,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,duration_incubation,dilution,mu0_HL,mu0_std_HL,g_HL,g_std_HL,kNoN_HL,kNoN_std_HL,muN_HL,muN_std_HL,mu0_LL,mu0_std_LL,g_LL,g_std_LL,kNoN_LL,kNoN_std_LL,muN_LL,muN_std_LL
ar66,1',10-11-12-13',NA,,2022-04-20 19:35:00+00:00,2022-04-21 18:30:00+00:00,0,0,0,0.954861111124046,0.178892877581811,0.157912941978322,0.178572400351544,0.184286620984142,0.0455418281304565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ar66,15',22-23-24',NA,,2022-04-23 22:40:00+00:00,2022-04-24 22:40:00+00:00,0,0,0,1,0.167252382692794,-0.144968893578335,0.0280845520278544,0,0,-0.144968893578335,0.0280845520278544,0.211347543260317,0.0316249486849507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ar66,19',22-23-24',NA,,2022-04-24 21:10:00+00:00,2022-04-25 21:15:00+00:00,0,0,0,1.00347222213168,0.213210587956583,-0.210408027924702,0.0494762801052835,0,0,-0.210408027924702,0.0494762801052835,-0.0375500909580927,0.0401810526655813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ar66,20',20-21-22',NA,,2022-04-25 04:35:00+00:00,2022-04-26 04:35:00+00:00,0,0,0,1,0.19356984057613,-0.330091348097231,0.0789238980259202,-0.0775339724022325,0.0256528712262903,-0.330091348097231,0.0789238980259202,0.00526696395556382,0.018912126954308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ar66,22',16-17-18',NA,,2022-04-26 03:35:00+00:00,2022-04-27 03:35:00+00:00,0,0,0,1,0.172748824375267,-0.0422093062390954,0.0463631347854925,0.122946157177374,0.0328992756754692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ar66,3',14-15-16',NA,,2022-04-21 01:20:00+00:00,2022-04-22 01:30:00+00:00,0,0,0,1.00694444449618,0.315754706594737,-0.365433811919823,0.0828457237842127,-0.168824343982006,0.0682373180002851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ar66,6',22-23-24',NA,,2022-04-21 22:00:00+00:00,2022-04-22 22:00:00+00:00,0,0,0,1,0.231064782332699,0.144937800294132,0.0671149202814127,0.132620355670552,0.0582129919117646,0.0123174446235797,0.0671149202814127,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ar66,8',21-22-23',NA,,2022-04-22 08:45:00+00:00,2022-04-23 08:30:00+00:00,0,0,0,0.989583333255723,0.191754473992307,0.520132795654909,0.0598015756360022,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
