cruise,cast,niskin,dilution,mu0_HL,mu0_std_HL,g_HL,g_std_HL,kNoN_HL,kNoN_std_HL,muN_HL,muN_std_HL,mu0_LL,mu0_std_LL,g_LL,g_std_LL,kNoN_LL,kNoN_std_LL,muN_LL,muN_std_LL
en649,1',16-17-18',0.172068046902859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en649,12',22-23-24',0.247108097327483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en649,16',14-15',0.452511306831707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en649,16',22-23-24',0.258183628593951,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en649,16',9-10',0.420231907237105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en649,19',22-23-24',0.307726864330638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en649,21',22-23-24',0.185441047584678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en649,5',16-17-18',0.277475262017683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en649,8',21-22-23',0.203433015958161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
