cruise,cast,niskin,niskin_other_method,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,duration_incubation,dilution,mu0_HL,mu0_std_HL,g_HL,g_std_HL,kNoN_HL,kNoN_std_HL,muN_HL,muN_std_HL,mu0_LL,mu0_std_LL,g_LL,g_std_LL,kNoN_LL,kNoN_std_LL,muN_LL,muN_std_LL,T3kNoN_LL
en657,1',17-18-19-20',NA,2020-10-13 18:05:34+00:00,2020-10-13 19:20:00+00:00,2020-10-14 20:20:00+00:00,0,0,0,1.04166666674428,0.201719994941191,0.374875292674041,0.114579735171618,0.26916849645487,0.071844806440857,NaN,NaN,NaN,NaN,0.409024829803437,0.136646777431997,0.274253068621328,0.0829323797482658,NaN,NaN,NaN,NaN,0
en657,12',10-11',NA,2020-10-15 16:49:49+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,0,0,0,1.04513888887595,0.277166686812522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.444856826084466,0.182451026693637,-0.59397134833416,0.137425819778685,0.444856826084466,0.182451026693637,0.707660599494119,0.1784371975544,0
en657,12',15-16',NA,2020-10-15 16:52:43+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,0,0,0,1.04513888887595,0.17131167797029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
en657,12',21-22-23',NA,2020-10-15 16:56:16+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,0,0,0,1.04513888887595,0.271619430935211,1.04660906625161,0.118664953468883,0,0,NaN,NaN,NaN,NaN,0.568519073816372,0.0439560392048976,-0.630192248769833,0.0805036792157868,0.568519073816372,0.0439560392048976,1.37794972765608,0.0939535629878346,0
en657,15',21-22-23',NA,2020-10-16 12:04:15+00:00,2020-10-16 12:50:00+00:00,2020-10-17 13:15:00+00:00,0,0,0,1.01736111112405,0.200073710485316,1.18657105926078,0.138707511347655,0.889426733913819,0.0893847028018897,NaN,NaN,NaN,NaN,0.702577463192778,0.100294943582914,0.490593463395519,0.124957163065932,0.211983999797259,0.100294943582914,0,0,0
en657,17',21-22-23',NA,2020-10-17 00:11:33+00:00,2020-10-17 00:55:00+00:00,2020-10-18 01:00:00+00:00,0,0,0,1.00347222213168,0.133352302366387,1.19330983482185,0.131590944293229,0,0,NaN,NaN,NaN,NaN,1.2114149474528,0.186083611787896,-0.385467207640895,0.115284668413681,1.2114149474528,0.186083611787896,1.41130462072029,0.0876124953086332,0
en657,5',17-18-19-20',NA,2020-10-14 13:22:14+00:00,2020-10-14 14:05:00+00:00,2020-10-15 14:24:00+00:00,0,0,0,1.0131944444729,NaN,NaN,0.166771615162881,NaN,0,0.00525422287396603,0.166771615162881,0,0,NaN,0.019004015747102,NaN,0,0.253011596306064,0.019004015747102,0,0,0
en657,6',20-21-22',NA,2020-10-14 18:44:16+00:00,2020-10-14 19:40:00+00:00,2020-10-15 20:10:00+00:00,0,0,0,1.02083333325572,0.185434337525592,0.110162861653084,0.113137795457305,0,0,0.110162861653084,0.113137795457305,0.563395840308979,0.0687038245836875,0.25100793663451,0.0709013497332786,0,0,0.25100793663451,0.0709013497332786,0.553305789227099,0.122140446433332,0
en657,9',21-22-23',NA,2020-10-15 08:25:47+00:00,2020-10-15 09:20:00+00:00,2020-10-16 10:40:00+00:00,0,0,0,1.05555555562023,0.239386884579929,0.436058359109779,0.310794024994239,0,0,0.436058359109779,0.310794024994239,0.814751273089054,0.260586789077262,0.545341572676152,0.127843337863631,0,0,0.545341572676152,0.127843337863631,0.746133016901218,0.0744370435322108,0
