cruise,cast,niskin,niskin_second_cast,station,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,temperature_sampling,incubation_tank,temperature_incubation_avg,temperature_incubation_std,light_level,size_fraction,Chla,Chlad10,Chlau10,Chlad10per,Chlau10per,duration_incubation,dilution,mu_0,mu_0_std,grazing,grazing_std,mu_N,mu_N_std
en687,1',19-20-21-22',NA',L1,2022-07-29 19:27:30+00:00,2022-07-29 20:15:00+00:00,2022-07-30 20:31:00+00:00,41.1896,-70.874285,3.14025,22.4369,3,24.52,1.89092915214168,65%,>0&<200,0.903470781314431,0.787085211947157,0.116385569367274,0.871179487179487,0.128820512820513,1.01111111114733,0.202051282051282,0.414729792279038,0.224997633569533,0.0119603680511949,0.190376139400763,1.11076910386859,0.21448993315832
en687,10',16-17',NA',L11,2022-07-31 16:27:05+00:00,2022-07-31 17:30:00+00:00,2022-08-01 17:40:00+00:00,39.782305,-70.89218,22.9405,20.68875,2,17.5971134020619,0.386430059058432,15%,>0&<200,0.556445337619811,0.480924446668913,0.0755208909508986,0.864279766860949,0.135720233139051,1.00694444449618,0.176353039134055,0.676096317391216,0.159957337568749,0.354353168638875,0.122431815342635,NaN,NaN
en687,10',22-23',NA',L11,2022-07-31 16:31:21+00:00,2022-07-31 17:30:00+00:00,2022-08-01 17:40:00+00:00,39.78322,-70.892915,2.748,26.9612,3,26.4668041237113,1.98308878532094,65%,>0&<200,0.129080492140616,0.103968637603569,0.0251118545370472,0.805455850681982,0.194544149318018,1.00694444449618,0.254845656855706,0.887288437291146,0.267141143552116,0,0.1819883751179,1.13570307359706,0.267141143552116
en687,16',16-17',NA',L8,2022-08-01 13:44:56+00:00,2022-08-01 14:40:00+00:00,2022-08-02 14:55:00+00:00,40.14486,-70.7736,19.29,20.84445,2,17.702397260274,0.410665882526789,15%,>0&<200,0.746961842889808,0.642529886936848,0.10443195595296,0.860191043294877,0.139808956705123,1.01041666662786,0.207542488524997,0.363812614858536,0.107698262600459,0.202923976097087,0.0768501143396854,0.494737457083598,0.107698262600459
en687,16',22-23',NA',L8,2022-08-01 13:47:42+00:00,2022-08-01 14:40:00+00:00,2022-08-02 14:55:00+00:00,40.14519,-70.77376,2.834,25.35325,3,25.8459931506849,1.41593461415704,65%,>0&<200,0.292909860485633,0.240740214344092,0.052169646141541,0.821891806390383,0.178108193609617,1.01041666662786,0.233786776336602,0.643519951250636,0.0443519965011156,0.386257148578579,0.0418753442947617,1.13723310097449,0.0443519965011156
en687,18',13-14',NA',L6,2022-08-02 03:41:47+00:00,2022-08-02 04:55:00+00:00,2022-08-03 04:40:00+00:00,40.359125,-70.87835,18.91,21.3216,2,17.81074204947,0.505652952530564,15%,>0&<200,0.733062292408048,0.692938923350699,0.0401233690573486,0.945266085197826,0.0547339148021742,0.989583333372138,0.149538617115409,0.527353568812053,0.0714043611524646,0.137179846544057,0.0601717348820993,0.735479282523442,0.0714043611524646
en687,18',23-24',NA',L6,2022-08-02 03:47:49+00:00,2022-08-02 04:55:00+00:00,2022-08-03 04:40:00+00:00,40.358635,-70.876865,3.2525,24.7692,3,26.0446975088968,2.23003971720577,65%,>0&<200,0.212477795031179,0.193667070045863,0.0188107249853159,0.911469690361971,0.0885303096380287,0.989583333372138,0.225468818142171,0.406026786691284,0.0994252467809593,0.156091009520395,0.0709567292403054,1.43644668253006,0.0768457976606562
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,65%,>0&<200,0.458499838558339,0.385110212014644,0.0733896265436954,0.839935327405012,0.160064672594988,1.02152777777519,0.273645917542442,0.913944374261673,0.104265037573517,0,0.0923671118933669,1.1293810978541,0.104265037573517
en687,5',10-11-12',NA',L4,2022-07-30 11:53:21+00:00,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,40.7024033333333,-70.8850066666667,30.2986666666667,17.0610333333333,2,17.8961774744027,0.79015976963248,1%,>0&<10,1.79841650500005,1.3695690408028,0.42884746419725,0.76154163231657,0.23845836768343,1.01388888887595,0.257522671063479,-0.0527499858870027,0.159584998324904,0,0.151419966232483,NaN,NaN
en687,5',10-11-12',NA',L4,2022-07-30 11:53:21+00:00,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,40.7024033333333,-70.8850066666667,30.2986666666667,17.0610333333333,2,17.8961774744027,0.79015976963248,1%,>0&<200,1.79841650500005,1.3695690408028,0.42884746419725,0.76154163231657,0.23845836768343,1.01388888887595,0.257522671063479,-0.194685953651895,0.10966489476312,0,0.114982598017232,-0.00252817601833836,0.131097744306233
en687,5',10-11-12',NA',L4,2022-07-30 11:53:21+00:00,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,40.7024033333333,-70.8850066666667,30.2986666666667,17.0610333333333,2,17.8961774744027,0.79015976963248,1%,>10&<200,1.79841650500005,1.3695690408028,0.42884746419725,0.76154163231657,0.23845836768343,1.01388888887595,0.257522671063479,-0.125213867073203,0.27773066183464,-0.88810180635272,0.141651096349091,0.180893042960649,0.225032801532823
en687,5',22-23-24',NA',L4,2022-07-30 11:58:14+00:00,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,40.70341,-70.8854466666667,2.906,23.0676333333333,3,26.3281228668942,1.17168340956475,65%,>0&<200,0.656800092098122,0.563209785520935,0.0935903065771873,0.857505643340858,0.142494356659142,1.01388888887595,0.154345372460497,0.210642361506749,0.0994856614650274,0.0617854700709399,0.0788928121689633,0.672909086972193,0.0994856614650274
en687,7',10-11',NA',L10,2022-07-31 06:55:22+00:00,2022-07-31 08:05:00+00:00,2022-08-01 08:10:00+00:00,39.91839,-70.897285,31.29,14.3089,1,14.8438965517241,0.699234126000617,10%,>0&<200,2.62145522086003,2.38886940946523,0.232585811394792,0.911276069282432,0.0887239307175682,1.00347222224809,0.169459172852598,0.186799159621929,0.159382339082962,0.181587340599733,0.149370853778632,0.339303108069494,0.159382339082962
en687,7',21-22',NA',L10,2022-07-31 07:01:51+00:00,2022-07-31 08:05:00+00:00,2022-08-01 08:10:00+00:00,39.91774,-70.899785,3.1475,25.2377,3,27.3647931034483,2.04000223690953,65%,>0&<200,0.142887378952498,0.114532295969707,0.0283550829827914,0.801556420233463,0.198443579766537,1.00347222224809,0.402723735408559,0.824070061741347,0.11171317841524,-0.265552058291918,0.0605936415238221,1.2440671712139,0.0691798499297964
