cruise,cast,niskin,niskin_other_method,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,duration_incubation,dilution,mu0_HL,mu0_std_HL,g_HL,g_std_HL,kNoN_HL,kNoN_std_HL,muN_HL,muN_std_HL,mu0_LL,mu0_std_LL,g_LL,g_std_LL,kNoN_LL,kNoN_std_LL,muN_LL,muN_std_LL
ar66,1',10-11-12-13',NA,,2022-04-20 19:35:00+00:00,2022-04-21 18:30:00+00:00,0,0,0,0.954861111124046,0.178892877581811,-0.391033632600865,0.137306159793724,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ar66,15',22-23-24',NA,,2022-04-23 22:40:00+00:00,2022-04-24 22:40:00+00:00,0,0,0,1,0.167252382692794,-0.251752918249058,0.130463525984643,-0.227223565558332,0.0888382743608602,-0.251752918249058,0.130463525984643,-0.0293256752456583,0.118021231544252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ar66,19',22-23-24',NA,,2022-04-24 21:10:00+00:00,2022-04-25 21:15:00+00:00,0,0,0,1.00347222213168,0.213210587956583,-0.403097429180798,0.116753731911673,0,0,-0.403097429180798,0.116753731911673,-0.251753186446961,0.0438069315719277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ar66,20',20-21-22',NA,,2022-04-25 04:35:00+00:00,2022-04-26 04:35:00+00:00,0,0,0,1,0.19356984057613,-0.537855552704173,0.15160822287496,0,0,-0.537855552704173,0.15160822287496,-0.0986645081619407,0.142124692233836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ar66,22',16-17-18',NA,,2022-04-26 03:35:00+00:00,2022-04-27 03:35:00+00:00,0,0,0,1,0.172748824375267,-0.132058350724887,0.100144356608349,0.0558883061108864,0.0249896671556993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ar66,3',14-15-16',NA,,2022-04-21 01:20:00+00:00,2022-04-22 01:30:00+00:00,0,0,0,1.00694444449618,0.315754706594737,-0.514439714537853,0.0392461878371786,-0.52238398559372,0.0585800929797771,-0.514439714537853,0.0392461878371786,-0.449577883798802,0.0642319358808311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ar66,6',22-23-24',NA,,2022-04-21 22:00:00+00:00,2022-04-22 22:00:00+00:00,0,0,0,1,0.231064782332699,-0.132229551160421,0.0987673006767117,0.39977868369671,0.0733001432713933,-0.532008234857132,0.0987673006767117,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ar66,8',21-22-23',NA,,2022-04-22 08:45:00+00:00,2022-04-23 08:30:00+00:00,0,0,0,0.989583333255723,0.191754473992307,0.523208258408145,0.433961226716892,0.809352759002172,0.357553770737999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
