cruise,cast,niskin,niskin_other_method,station,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,temperature_sampling,incubation_tank,temperature_incubation_avg,temperature_incubation_std,T0_TF,dilution,nutrient_treatment,light_level,replicate_bottle,replicate_chl,filter_size,vol_filtered,vol_extracted,Fs,r,fo,fa,blank,blank_acid,fo_blank,fa_blank,fo_fa,chl,phaeo,iode_quality_flag,nearest_station,distance
en617,1',13-14-15',NA',L1,2018-07-20 17:39:19+00:00,2018-07-20 18:54:00+00:00,2018-07-21 19:00:00+00:00,41.20336,-70.88546,1.88433333333333,20.1600666666667,1,22.3243068965517,0.914152508393863,T0,dil,NA,NA,NA,a,>0&<200,120,6,1.3933,2.129904724,6,3.67,0.513,0.513,5.487,3.157,1.73804244535952,0.305977093474017,0.162457974896164,1,NaN,NaN
en617,1',13-14-15',NA',L1,2018-07-20 17:39:19+00:00,2018-07-20 18:54:00+00:00,2018-07-21 19:00:00+00:00,41.20336,-70.88546,1.88433333333333,20.1600666666667,1,22.3243068965517,0.914152508393863,T0,dil,NA,NA,NA,b,>0&<200,120,6,1.3933,2.129904724,7.21,4.72,0.513,0.513,6.697,4.207,1.5918706917043,0.326988396030173,0.297245475567341,1,NaN,NaN
en617,1',13-14-15',NA',L1,2018-07-20 17:39:19+00:00,2018-07-20 18:54:00+00:00,2018-07-21 19:00:00+00:00,41.20336,-70.88546,1.88433333333333,20.1600666666667,1,22.3243068965517,0.914152508393863,T0,dil,NA,NA,NA,c,>0&<200,120,6,1.3933,2.129904724,6.49,4.1,0.513,0.513,5.977,3.587,1.66629495400056,0.313856331932576,0.218382055854513,1,NaN,NaN
en617,1',13-14-15',NA',L1,2018-07-20 17:39:19+00:00,2018-07-20 18:54:00+00:00,2018-07-21 19:00:00+00:00,41.20336,-70.88546,1.88433333333333,20.1600666666667,1,22.3243068965517,0.914152508393863,T0,dil,NA,NA,NA,a,>10&<200,120,6,1.3933,2.129904724,1.75,1.19,0.513,0.513,1.237,0.677,1.82717872968981,0.073539558946545,0.0269135741819355,1,NaN,NaN
en617,1',13-14-15',NA',L1,2018-07-20 17:39:19+00:00,2018-07-20 18:54:00+00:00,2018-07-21 19:00:00+00:00,41.20336,-70.88546,1.88433333333333,20.1600666666667,1,22.3243068965517,0.914152508393863,T0,dil,NA,NA,NA,b,>10&<200,120,6,1.3933,2.129904724,1.43,1.02,0.513,0.513,0.917,0.507,1.80867850098619,0.053841462800149,0.0213871021867632,1,NaN,NaN
en617,1',13-14-15',NA',L1,2018-07-20 17:39:19+00:00,2018-07-20 18:54:00+00:00,2018-07-21 19:00:00+00:00,41.20336,-70.88546,1.88433333333333,20.1600666666667,1,22.3243068965517,0.914152508393863,T0,dil,NA,NA,NA,c,>10&<200,120,6,1.3933,2.129904724,1.9,1.26,0.513,0.513,1.387,0.747,1.85676037483266,0.0840452102246228,0.0267945097856798,1,NaN,NaN
en617,1',13-14-15',NA',L1,2018-07-20 17:39:19+00:00,2018-07-20 18:54:00+00:00,2018-07-21 19:00:00+00:00,41.20336,-70.88546,1.88433333333333,20.1600666666667,1,22.3243068965517,0.914152508393863,T0,wsw,NA,NA,NA,a,>0&<200,120,6,1.3933,2.129904724,28,16.2,0.513,0.513,27.487,15.687,1.75221521004654,1.54958356351648,0.778050556699873,1,NaN,NaN
en617,1',13-14-15',NA',L1,2018-07-20 17:39:19+00:00,2018-07-20 18:54:00+00:00,2018-07-21 19:00:00+00:00,41.20336,-70.88546,1.88433333333333,20.1600666666667,1,22.3243068965517,0.914152508393863,T0,wsw,NA,NA,NA,b,>0&<200,120,6,1.3933,2.129904724,27.8,16.4,0.513,0.513,27.287,15.887,1.71756782274816,1.49705530712609,0.860254775609754,1,NaN,NaN
en617,1',13-14-15',NA',L1,2018-07-20 17:39:19+00:00,2018-07-20 18:54:00+00:00,2018-07-21 19:00:00+00:00,41.20336,-70.88546,1.88433333333333,20.1600666666667,1,22.3243068965517,0.914152508393863,T0,wsw,NA,NA,NA,c,>0&<200,120,6,1.3933,2.129904724,27.6,16.7,0.513,0.513,27.087,16.187,1.67337987273738,1.43139498663811,0.970429039876978,1,NaN,NaN
en617,1',13-14-15',NA',L1,2018-07-20 17:39:19+00:00,2018-07-20 18:54:00+00:00,2018-07-21 19:00:00+00:00,41.20336,-70.88546,1.88433333333333,20.1600666666667,1,22.3243068965517,0.914152508393863,T0,wsw,NA,NA,NA,a,>10&<200,120,6,1.3933,2.129904724,5.87,3.35,0.513,0.513,5.357,2.837,1.88826224885442,0.330928015259452,0.0900255130795418,1,NaN,NaN
