cruise,cast,niskin,niskin_other_method,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,T0_TF,dilution,nutrient_treatment,light_level,replicate_bottle,replicate_chl,filter_size,vol_filtered,vol_extracted,Fs,r,fo,fa,blank,blank_acid,fo_blank,fa_blank,fo_fa,chl,phaeo,iode_quality_flag,nearest_station,distance
en655,1',19-20-21',NA,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,T0,dil,NA,NA,NA,a,>0&<200,152,6,0.837516556,2.152385698,5.66,3.57,0.768,0.7685,4.892,2.8015,1.7462073888988,0.129084314607246,0.0702636417417845,1,NaN,NaN
en655,1',19-20-21',NA,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,T0,dil,NA,NA,NA,b,>0&<200,152,6,0.837516556,2.152385698,5.39,3.45,0.768,0.7685,4.622,2.6815,1.72366212940518,0.119822105953294,0.0709869409679717,1,NaN,NaN
en655,1',19-20-21',NA,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,T0,dil,NA,NA,NA,c,>0&<200,152,6,0.837516556,2.152385698,5.12,3.22,0.768,0.7685,4.352,2.4515,1.77523964919437,0.117352183645574,0.0570906202058093,1,NaN,NaN
en655,1',19-20-21',NA,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,T0,dil,NA,NA,NA,a,>10&<200,152,6,0.837516556,2.152385698,2.79,1.09,0.768,0.7685,2.022,0.3215,6.28926905132193,0.105002572106971,-0.082125410598417,3,NaN,NaN
en655,1',19-20-21',NA,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,T0,dil,NA,NA,NA,b,>10&<200,152,6,0.837516556,2.152385698,1.44,1.12,0.768,0.7685,0.672,0.3515,1.91180654338549,0.0197902524906111,0.00522163637488399,1,NaN,NaN
en655,1',19-20-21',NA,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,T0,dil,NA,NA,NA,c,>10&<200,152,6,0.837516556,2.152385698,2.88,1.08,0.768,0.7685,2.112,0.3115,6.78009630818619,0.111177377876272,-0.0890117921533655,3,NaN,NaN
en655,1',19-20-21',NA,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,T0,wsw,NA,NA,NA,a,>0&<200,152,6,0.837516556,2.152385698,20.2,11.4,0.768,0.7685,19.432,10.6315,1.8277759488313,0.543413781727372,0.213098014783327,1,NaN,NaN
en655,1',19-20-21',NA,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,T0,wsw,NA,NA,NA,b,>0&<200,152,6,0.837516556,2.152385698,20,11.7,0.768,0.7685,19.232,10.9315,1.7593193980698,0.512539752880865,0.265319317199246,1,NaN,NaN
en655,1',19-20-21',NA,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,T0,wsw,NA,NA,NA,c,>0&<200,152,6,0.837516556,2.152385698,18.1,11.7,0.768,0.7685,17.332,10.9315,1.585509765357,0.395218443264138,0.382640626815973,1,NaN,NaN
en655,1',19-20-21',NA,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,T0,wsw,NA,NA,NA,a,>10&<200,152,6,0.837516556,2.152385698,3.5,2.15,0.768,0.7685,2.732,1.3815,1.97756062251176,0.0833907519144158,0.014913442872729,3,NaN,NaN
en655,1',19-20-21',NA,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,T0,wsw,NA,NA,NA,b,>10&<200,152,6,0.837516556,2.152385698,3.46,2.05,0.768,0.7685,2.692,1.2815,2.10066328521264,0.0870956353759967,0.0040928015546773,1,NaN,NaN
en655,1',19-20-21',NA,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,T0,wsw,NA,NA,NA,c,>10&<200,152,6,0.837516556,2.152385698,3.51,2.09,0.768,0.7685,2.742,1.3215,2.07491486946652,0.0877131159529268,0.00632162412033552,1,NaN,NaN
