cruise,cast,niskin,niskin_other_method,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,temperature_sampling,incubation_tank,temperature_incubation_avg,temperature_incubation_std,T0_TF,dilution,nutrient_treatment,light_level,replicate_bottle,replicate_chl,filter_size,vol_filtered,vol_extracted,Fs,r,fo,fa,blank,blank_acid,fo_blank,fa_blank,fo_fa,chl,phaeo,iode_quality_flag,nearest_station,distance
en608,1',11-12-13-14',NA',2018-01-31 19:44:59+00:00,2018-01-31 21:00:00+00:00,2018-02-01 21:30:00+00:00,41.19641,-70.877725,2.84375,2.3088,1,5.0187593220339,1.22481221649958,TF,wsw,N,65%,a,c,>10&<200,151,6,1.393,2.13,NaN,NaN,0.513,0.513,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN
en608,1',11-12-13-14',NA',2018-01-31 19:44:59+00:00,2018-01-31 21:00:00+00:00,2018-02-01 21:30:00+00:00,41.19641,-70.877725,2.84375,2.3088,1,5.0187593220339,1.22481221649958,TF,wsw,N,65%,b,a,>10&<200,151,6,1.393,2.13,118,61.9,0.513,0.513,117.487,61.387,1.91387427305456,5.85314712535896,1.38423382152845,1,NaN,NaN
en608,1',11-12-13-14',NA',2018-01-31 19:44:59+00:00,2018-01-31 21:00:00+00:00,2018-02-01 21:30:00+00:00,41.19641,-70.877725,2.84375,2.3088,1,5.0187593220339,1.22481221649958,TF,wsw,N,65%,b,b,>10&<200,151,6,1.393,2.13,121,60.8,0.513,0.513,120.487,60.287,1.99855690281487,6.28091723612495,0.826776333279024,1,NaN,NaN
en608,1',11-12-13-14',NA',2018-01-31 19:44:59+00:00,2018-01-31 21:00:00+00:00,2018-02-01 21:30:00+00:00,41.19641,-70.877725,2.84375,2.3088,1,5.0187593220339,1.22481221649958,TF,wsw,N,65%,b,c,>10&<200,151,6,1.393,2.13,68.3,55.2,0.513,0.513,67.787,54.687,1.239545047269,1.366777670984,5.08068924941335,3,NaN,NaN
en608,5',17-18-19-20',NA',2018-02-01 09:33:26+00:00,2018-02-01 11:00:00+00:00,2018-02-02 11:00:00+00:00,40.8559225,-70.884435,3.1295,4.8702,1,6.83629411764706,1.04770705657111,T0,dil,NA,NA,NA,a,>0&<200,151,6,1.393,2.13,18,11.4,0.501,0.501,17.499,10.899,1.6055601431324,0.688605544159878,0.596360571469261,1,NaN,NaN
en608,5',17-18-19-20',NA',2018-02-01 09:33:26+00:00,2018-02-01 11:00:00+00:00,2018-02-02 11:00:00+00:00,40.8559225,-70.884435,3.1295,4.8702,1,6.83629411764706,1.04770705657111,T0,dil,NA,NA,NA,b,>0&<200,151,6,1.393,2.13,17.3,11.3,0.501,0.501,16.799,10.799,1.55560700064821,0.626005040145344,0.647171313894392,1,NaN,NaN
en608,5',17-18-19-20',NA',2018-02-01 09:33:26+00:00,2018-02-01 11:00:00+00:00,2018-02-02 11:00:00+00:00,40.8559225,-70.884435,3.1295,4.8702,1,6.83629411764706,1.04770705657111,T0,dil,NA,NA,NA,c,>0&<200,151,6,1.393,2.13,19.2,12.9,0.501,0.501,18.699,12.399,1.50810549237842,0.657305292152611,0.804507247317588,3,NaN,NaN
en608,5',17-18-19-20',NA',2018-02-01 09:33:26+00:00,2018-02-01 11:00:00+00:00,2018-02-02 11:00:00+00:00,40.8559225,-70.884435,3.1295,4.8702,1,6.83629411764706,1.04770705657111,T0,dil,NA,NA,NA,a,>10&<200,151,6,1.393,2.13,15.5,8.07,0.501,0.501,14.999,7.569,1.98163561897212,0.775202908046651,0.117164146655336,1,NaN,NaN
en608,5',17-18-19-20',NA',2018-02-01 09:33:26+00:00,2018-02-01 11:00:00+00:00,2018-02-02 11:00:00+00:00,40.8559225,-70.884435,3.1295,4.8702,1,6.83629411764706,1.04770705657111,T0,dil,NA,NA,NA,b,>10&<200,151,6,1.393,2.13,15.3,8.13,0.501,0.501,14.799,7.629,1.93983484073928,0.748076022973686,0.151364888681943,1,NaN,NaN
en608,5',17-18-19-20',NA',2018-02-01 09:33:26+00:00,2018-02-01 11:00:00+00:00,2018-02-02 11:00:00+00:00,40.8559225,-70.884435,3.1295,4.8702,1,6.83629411764706,1.04770705657111,T0,dil,NA,NA,NA,c,>10&<200,151,6,1.393,2.13,14.7,8.22,0.501,0.501,14.199,7.719,1.83948698017878,0.676085443356971,0.233966253729121,3,NaN,NaN
