cruise,cast,niskin,niskin_other_method,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,T0_TF,dilution,nutrient_treatment,light_level,replicate_bottle,replicate_chl,filter_size,vol_filtered,vol_extracted,Fs,r,fo,fa,blank,blank_acid,fo_blank,fa_blank,fo_fa,chl,phaeo,iode_quality_flag,nearest_station,distance
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,T0,dil,NA,NA,NA,a,>0&<200,152,6,0.33182747,2.18953457,74.2,54,2.13,2.04,72.07,51.96,1.38702848344881,0.48484933853932,1.00533826805435,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,T0,dil,NA,NA,NA,b,>0&<200,152,6,0.33182747,2.18953457,75.4,49.3,2.13,2.04,73.27,47.26,1.55035971223022,0.627097528364381,0.728296357078588,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,T0,dil,NA,NA,NA,c,>0&<200,152,6,0.33182747,2.18953457,71.7,35.7,2.13,2.04,69.57,33.66,2.0668449197861,0.865785168918297,0.099567310641803,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,T0,dil,NA,NA,NA,a,>10&<200,152,6,0.33182747,2.18953457,49.5,27.7,2.13,2.04,47.37,25.66,1.8460639127046,0.523425118830861,0.212491239621669,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,T0,dil,NA,NA,NA,b,>10&<200,152,6,0.33182747,2.18953457,36,19.6,2.13,2.04,33.87,17.56,1.92881548974943,0.393231860346907,0.110380425484209,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,T0,dil,NA,NA,NA,c,>10&<200,152,6,0.33182747,2.18953457,60,29.2,2.13,2.04,57.87,27.16,2.13070692194404,0.740413882970786,0.0385217481894143,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,T0,wsw,NA,NA,NA,a,>0&<200,152,6,0.33182747,2.18953457,368,204,2.13,2.04,365.87,201.96,1.811596355714,3.95184759224166,1.84026728511894,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,T0,wsw,NA,NA,NA,b,>0&<200,152,6,0.33182747,2.18953457,348,186,2.13,2.04,345.87,183.96,1.88013698630137,3.90362786687724,1.37225573799133,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,T0,wsw,NA,NA,NA,c,>0&<200,152,6,0.33182747,2.18953457,350,199,2.13,2.04,347.87,196.96,1.76619618196588,3.63841937737288,2.01029792429549,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,T0,wsw,NA,NA,NA,a,>10&<200,152,6,0.33182747,2.18953457,247,141,2.13,2.04,244.87,138.96,1.76216177317214,2.55347555667326,1.43182986696523,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,T0,wsw,NA,NA,NA,b,>10&<200,152,6,0.33182747,2.18953457,236,125,2.13,2.04,233.87,122.96,1.90200065061809,2.67402487008433,0.852408311339017,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,T0,wsw,NA,NA,NA,c,>10&<200,152,6,0.33182747,2.18953457,219,123,2.13,2.04,216.87,120.96,1.79290674603175,2.31237692985112,1.15669722129533,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,dil,N,15%,a,a,>0&<200,152,6,0.33182747,2.18953457,65.1,33.2,2.53,2.445,62.57,30.755,2.03446594049748,0.767055281234632,0.114983206848282,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,dil,N,15%,a,b,>0&<200,152,6,0.33182747,2.18953457,72.2,43,2.53,2.445,69.67,40.555,1.71791394402663,0.701958651992655,0.461139084447032,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,dil,N,15%,a,c,>0&<200,152,6,0.33182747,2.18953457,91.1,45.1,2.53,2.445,88.57,42.655,2.07642714804829,1.10700434505385,0.116320373176578,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,dil,N,15%,b,a,>0&<200,152,6,0.33182747,2.18953457,96.5,53.2,2.53,2.445,93.97,50.755,1.85144320756576,1.04190771581187,0.41372107503997,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,dil,N,15%,b,b,>0&<200,152,6,0.33182747,2.18953457,70.1,40.2,2.53,2.445,67.57,37.755,1.78969672891008,0.718835555870204,0.363959538181834,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,dil,N,15%,b,c,>0&<200,152,6,0.33182747,2.18953457,76.9,28.8,2.53,2.445,74.37,26.355,2.82185543540125,1.1576350566865,-0.401786435212745,3,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,wsw,N,15%,a,a,>0&<200,152,6,0.33182747,2.18953457,405,225,2.53,2.445,402.47,222.555,1.8084069106513,4.33772594447049,2.04504354716641,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,wsw,N,15%,a,b,>0&<200,152,6,0.33182747,2.18953457,371,215,2.53,2.445,368.47,212.555,1.73352779280657,3.75908924009736,2.33688510015508,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,wsw,N,15%,a,c,>0&<200,152,6,0.33182747,2.18953457,338,205,2.53,2.445,335.47,202.555,1.65619214534324,3.20456239840645,2.60461679046153,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,wsw,N,15%,b,a,>0&<200,152,6,0.33182747,2.18953457,337,190,2.53,2.445,334.47,187.555,1.78331689371118,3.54210047595744,1.83688598583384,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,wsw,N,15%,b,b,>0&<200,152,6,0.33182747,2.18953457,339,216,2.53,2.445,336.47,213.555,1.57556601343916,2.96346377158431,3.16119008380658,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,wsw,N,15%,b,c,>0&<200,152,6,0.33182747,2.18953457,310,191,2.53,2.445,307.47,188.555,1.63066479276604,2.86702432085545,2.54064165607428,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,wsw,NoN,15%,a,a,>0&<200,152,6,0.33182747,2.18953457,344,209,2.53,2.445,341.47,206.555,1.65316743724432,3.25278212377087,2.67111512565089,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,wsw,NoN,15%,a,b,>0&<200,152,6,0.33182747,2.18953457,371,200,2.53,2.445,368.47,197.555,1.86515147680393,4.12073718033057,1.54504443284518,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,wsw,NoN,15%,a,c,>0&<200,152,6,0.33182747,2.18953457,360,193,2.53,2.445,357.47,190.555,1.87594132927501,4.02429772960172,1.44072727760491,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,wsw,NoN,15%,b,a,>0&<200,152,6,0.33182747,2.18953457,284,223,2.53,2.445,281.47,220.555,1.27618961256829,1.46865228528705,4.85675817607296,3,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,wsw,NoN,15%,b,b,>0&<200,152,6,0.33182747,2.18953457,318,192,2.53,2.445,315.47,189.555,1.66426630793174,3.03579335963095,2.40055213243723,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,wsw,NoN,15%,b,c,>0&<200,152,6,0.33182747,2.18953457,308,200,2.53,2.445,305.47,197.555,1.54625294221862,2.6018158313511,3.06396578182464,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,dil,N,15%,a,a,>10&<200,152,6,0.33182747,2.18953457,56.5,29.1,2.53,2.445,53.97,26.655,2.02476083286438,0.65856089916467,0.105891576850615,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,dil,N,15%,a,b,>10&<200,152,6,0.33182747,2.18953457,55.3,28.5,2.53,2.445,52.77,26.055,2.02533103051238,0.644094981555341,0.103149785376875,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,dil,N,15%,a,c,>10&<200,152,6,0.33182747,2.18953457,58.2,28.8,2.53,2.445,55.67,26.355,2.11231265414532,0.706780624529097,0.0490679969446531,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,dil,N,15%,b,a,>10&<200,152,6,0.33182747,2.18953457,64.4,22.2,2.53,2.445,61.87,19.755,3.13186535054417,1.01538686686143,-0.448823045301429,3,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,dil,N,15%,b,b,>10&<200,152,6,0.33182747,2.18953457,66.5,33.2,2.53,2.445,63.97,30.755,2.07998699398472,0.800809088989731,0.0812293990931831,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,dil,N,15%,b,c,>10&<200,152,6,0.33182747,2.18953457,57.9,28.8,2.53,2.445,55.37,26.355,2.10092961487384,0.699547665724433,0.0563009557493174,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,wsw,N,15%,a,a,>10&<200,152,6,0.33182747,2.18953457,227,111,2.53,2.445,224.47,108.555,2.06779973285431,2.79469473280881,0.31861003304522,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,wsw,N,15%,a,b,>10&<200,152,6,0.33182747,2.18953457,251,122,2.53,2.445,248.47,119.555,2.07829032662791,3.10812294767759,0.320656484699349,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,wsw,N,15%,a,c,>10&<200,152,6,0.33182747,2.18953457,265,129,2.53,2.445,262.47,126.555,2.07395993836672,3.27689198645309,0.352644051892975,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,wsw,N,15%,b,a,>10&<200,152,6,0.33182747,2.18953457,267,138,2.53,2.445,264.47,135.555,1.95101619268931,3.10812294767759,0.779528726914488,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,wsw,N,15%,b,b,>10&<200,152,6,0.33182747,2.18953457,260,127,2.53,2.445,257.47,124.555,2.06711894343864,3.20456239840645,0.367614609662725,1,NaN,NaN
en649,1',16-17-18',NA,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,TF,wsw,N,15%,b,c,>10&<200,152,6,0.33182747,2.18953457,259,126,2.53,2.445,256.47,123.555,2.07575573631176,3.20456239840645,0.338935094524278,1,NaN,NaN
