cruise,cast,niskin,niskin_other_method,station,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,temperature_sampling,incubation_tank,temperature_incubation_avg,temperature_incubation_std,T0_TF,dilution,nutrient_treatment,light_level,replicate_bottle,replicate_chl,filter_size,vol_filtered,vol_extracted,Fs,r,fo,fa,blank,blank_acid,fo_blank,fa_blank,fo_fa,chl,phaeo,iode_quality_flag,nearest_station,distance
en661,1',17-18-19-20',NA',L1,2021-02-03 19:06:39+00:00,2021-02-03 20:02:00+00:00,2021-02-04 20:00:00+00:00,41.195855,-70.877185,1.0975,3.8531,1,5.90709342560554,1.4126412889974,T0,dil,NA,NA,NA,a,>0&<200,152,6,0.813376915,2.21629417,43.1,26.8,0.95,0.9465,42.15,25.8535,1.63034018604831,0.953416414357334,0.886280390688589,1,NaN,NaN
en661,1',17-18-19-20',NA',L1,2021-02-03 19:06:39+00:00,2021-02-03 20:02:00+00:00,2021-02-04 20:00:00+00:00,41.195855,-70.877185,1.0975,3.8531,1,5.90709342560554,1.4126412889974,T0,dil,NA,NA,NA,b,>0&<200,152,6,0.813376915,2.21629417,44.1,27.2,0.95,0.9465,43.15,26.2535,1.64359037842573,0.98851903446683,0.879641178706362,1,NaN,NaN
en661,1',17-18-19-20',NA',L1,2021-02-03 19:06:39+00:00,2021-02-03 20:02:00+00:00,2021-02-04 20:00:00+00:00,41.195855,-70.877185,1.0975,3.8531,1,5.90709342560554,1.4126412889974,T0,dil,NA,NA,NA,c,>0&<200,152,6,0.813376915,2.21629417,49.3,26,0.95,0.9465,48.35,25.0535,1.92987007803301,1.36294698230145,0.41982300648993,1,NaN,NaN
en661,1',17-18-19-20',NA',L1,2021-02-03 19:06:39+00:00,2021-02-03 20:02:00+00:00,2021-02-04 20:00:00+00:00,41.195855,-70.877185,1.0975,3.8531,1,5.90709342560554,1.4126412889974,T0,dil,NA,NA,NA,a,>10&<200,152,6,0.813376915,2.21629417,39,19.8,0.95,0.9465,38.05,18.8535,2.01819290847853,1.1230790782199,0.218508084598804,1,NaN,NaN
en661,1',17-18-19-20',NA',L1,2021-02-03 19:06:39+00:00,2021-02-03 20:02:00+00:00,2021-02-04 20:00:00+00:00,41.195855,-70.877185,1.0975,3.8531,1,5.90709342560554,1.4126412889974,T0,dil,NA,NA,NA,b,>10&<200,152,6,0.813376915,2.21629417,36.1,18.4,0.95,0.9465,35.15,17.4535,2.01392270891225,1.03532252794616,0.206642706427099,1,NaN,NaN
en661,1',17-18-19-20',NA',L1,2021-02-03 19:06:39+00:00,2021-02-03 20:02:00+00:00,2021-02-04 20:00:00+00:00,41.195855,-70.877185,1.0975,3.8531,1,5.90709342560554,1.4126412889974,T0,dil,NA,NA,NA,c,>10&<200,152,6,0.813376915,2.21629417,35.6,18,0.95,0.9465,34.65,17.0535,2.03184097106166,1.02947209126124,0.184029734984746,1,NaN,NaN
en661,1',17-18-19-20',NA',L1,2021-02-03 19:06:39+00:00,2021-02-03 20:02:00+00:00,2021-02-04 20:00:00+00:00,41.195855,-70.877185,1.0975,3.8531,1,5.90709342560554,1.4126412889974,T0,wsw,NA,NA,NA,a,>0&<200,152,6,0.813376915,2.21629417,210,114,0.95,0.9465,209.05,113.0535,1.8491245295369,5.61621445223538,2.42850532455536,1,NaN,NaN
en661,1',17-18-19-20',NA',L1,2021-02-03 19:06:39+00:00,2021-02-03 20:02:00+00:00,2021-02-04 20:00:00+00:00,41.195855,-70.877185,1.0975,3.8531,1,5.90709342560554,1.4126412889974,T0,wsw,NA,NA,NA,b,>0&<200,152,6,0.813376915,2.21629417,211,127,0.95,0.9465,210.05,126.0535,1.66635595203624,4.91416205004546,4.05561849088154,1,NaN,NaN
en661,1',17-18-19-20',NA',L1,2021-02-03 19:06:39+00:00,2021-02-03 20:02:00+00:00,2021-02-04 20:00:00+00:00,41.195855,-70.877185,1.0975,3.8531,1,5.90709342560554,1.4126412889974,T0,wsw,NA,NA,NA,c,>0&<200,152,6,0.813376915,2.21629417,207,121,0.95,0.9465,206.05,120.0535,1.71631814149525,5.03117078374378,3.51165863527418,1,NaN,NaN
en661,1',17-18-19-20',NA',L1,2021-02-03 19:06:39+00:00,2021-02-03 20:02:00+00:00,2021-02-04 20:00:00+00:00,41.195855,-70.877185,1.0975,3.8531,1,5.90709342560554,1.4126412889974,T0,wsw,NA,NA,NA,a,>10&<200,152,6,0.813376915,2.21629417,165,82.4,0.95,0.9465,164.05,81.4535,2.01403254617665,4.83225593645663,0.963854598279786,1,NaN,NaN
