cruise,cast,niskin,niskin_other_method,station,nearest_station,distance,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,temperature_sampling,incubation_tank,temperature_incubation_avg,temperature_incubation_std,light_level,size_fraction,replicate_bottle,replicate_chl,Chla,Chlad10,Chlau10,Chlad10per,Chlau10per,duration_incubation,dilution,k_dil,k_wsw_NoN,k_wsw_N
en657,1',17-18-19-20',NA',L1,,NaN,2020-10-13 18:05:34+00:00,2020-10-13 19:20:00+00:00,2020-10-14 20:20:00+00:00,41.203035,-70.8752325,2.72775,16.747775,3,15.3174086378737,2.2657749069855,65%,>10&<200,b,b,4.0686824348222,2.24762930002572,1.82105313479648,0.552421904641457,0.447578095358543,1.04166666674428,0.201719994941191,0.522514741720462,0.00462202869385819,0.223790001378161
en657,1',17-18-19-20',NA',L1,,NaN,2020-10-13 18:05:34+00:00,2020-10-13 19:20:00+00:00,2020-10-14 20:20:00+00:00,41.203035,-70.8752325,2.72775,16.747775,3,15.3174086378737,2.2657749069855,65%,>10&<200,b,c,4.0686824348222,2.24762930002572,1.82105313479648,0.552421904641457,0.447578095358543,1.04166666674428,0.201719994941191,0.283062025130701,0.216023806505758,0.223790001378161
en657,1',17-18-19-20',NA',L1,,NaN,2020-10-13 18:05:34+00:00,2020-10-13 19:20:00+00:00,2020-10-14 20:20:00+00:00,41.203035,-70.8752325,2.72775,16.747775,3,15.3174086378737,2.2657749069855,65%,>0&<10,a,a,4.0686824348222,2.24762930002572,1.82105313479648,0.552421904641457,0.447578095358543,1.04166666674428,0.201719994941191,-0.649690022778953,-0.435162427933704,-0.0579798818738322
en657,1',17-18-19-20',NA',L1,,NaN,2020-10-13 18:05:34+00:00,2020-10-13 19:20:00+00:00,2020-10-14 20:20:00+00:00,41.203035,-70.8752325,2.72775,16.747775,3,15.3174086378737,2.2657749069855,65%,>0&<10,a,b,4.0686824348222,2.24762930002572,1.82105313479648,0.552421904641457,0.447578095358543,1.04166666674428,0.201719994941191,-0.695092529250302,NaN,-0.130705202534883
en657,1',17-18-19-20',NA',L1,,NaN,2020-10-13 18:05:34+00:00,2020-10-13 19:20:00+00:00,2020-10-14 20:20:00+00:00,41.203035,-70.8752325,2.72775,16.747775,3,15.3174086378737,2.2657749069855,65%,>0&<10,a,c,4.0686824348222,2.24762930002572,1.82105313479648,0.552421904641457,0.447578095358543,1.04166666674428,0.201719994941191,-0.514341016005739,NaN,-0.00883170902182843
en657,1',17-18-19-20',NA',L1,,NaN,2020-10-13 18:05:34+00:00,2020-10-13 19:20:00+00:00,2020-10-14 20:20:00+00:00,41.203035,-70.8752325,2.72775,16.747775,3,15.3174086378737,2.2657749069855,65%,>0&<10,b,a,4.0686824348222,2.24762930002572,1.82105313479648,0.552421904641457,0.447578095358543,1.04166666674428,0.201719994941191,0.206843471309,-0.0267426763208532,0.0200097864843012
en657,1',17-18-19-20',NA',L1,,NaN,2020-10-13 18:05:34+00:00,2020-10-13 19:20:00+00:00,2020-10-14 20:20:00+00:00,41.203035,-70.8752325,2.72775,16.747775,3,15.3174086378737,2.2657749069855,65%,>0&<10,b,b,4.0686824348222,2.24762930002572,1.82105313479648,0.552421904641457,0.447578095358543,1.04166666674428,0.201719994941191,-0.0549702920247778,0.0260178525847394,0.0225892775121049
en657,1',17-18-19-20',NA',L1,,NaN,2020-10-13 18:05:34+00:00,2020-10-13 19:20:00+00:00,2020-10-14 20:20:00+00:00,41.203035,-70.8752325,2.72775,16.747775,3,15.3174086378737,2.2657749069855,65%,>0&<10,b,c,4.0686824348222,2.24762930002572,1.82105313479648,0.552421904641457,0.447578095358543,1.04166666674428,0.201719994941191,0.193629922312386,-0.182441858758757,0.0225892775121049
en657,12',10-11',NA',L11,,NaN,2020-10-15 16:49:49+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76928,-70.87725,35.497,20.25,1,21.785761589404,1.61892193204037,5%,>0&<200,a,a,0.412044788985485,0.303388790131677,0.108655998853807,0.736300514511215,0.263699485488785,1.04513888887595,0.34362355762026,-0.175115076226059,0.958939584362103,NaN
en657,12',10-11',NA',L11,,NaN,2020-10-15 16:49:49+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76928,-70.87725,35.497,20.25,1,21.785761589404,1.61892193204037,5%,>0&<200,a,b,0.412044788985485,0.303388790131677,0.108655998853807,0.736300514511215,0.263699485488785,1.04513888887595,0.34362355762026,NaN,0.767280694751328,0.969408362790583
en657,12',10-11',NA',L11,,NaN,2020-10-15 16:49:49+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76928,-70.87725,35.497,20.25,1,21.785761589404,1.61892193204037,5%,>0&<200,a,c,0.412044788985485,0.303388790131677,0.108655998853807,0.736300514511215,0.263699485488785,1.04513888887595,0.34362355762026,0.840487596385633,0.876544635637787,0.921369630416757
en657,12',10-11',NA',L11,,NaN,2020-10-15 16:49:49+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76928,-70.87725,35.497,20.25,1,21.785761589404,1.61892193204037,5%,>0&<200,b,a,0.412044788985485,0.303388790131677,0.108655998853807,0.736300514511215,0.263699485488785,1.04513888887595,0.34362355762026,0.753436577012195,0.926827933426336,1.02992394412864
en657,12',10-11',NA',L11,,NaN,2020-10-15 16:49:49+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76928,-70.87725,35.497,20.25,1,21.785761589404,1.61892193204037,5%,>0&<200,b,b,0.412044788985485,0.303388790131677,0.108655998853807,0.736300514511215,0.263699485488785,1.04513888887595,0.34362355762026,0.642862245634706,0.841491637311877,0.887949289641921
en657,12',10-11',NA',L11,,NaN,2020-10-15 16:49:49+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76928,-70.87725,35.497,20.25,1,21.785761589404,1.61892193204037,5%,>0&<200,b,c,0.412044788985485,0.303388790131677,0.108655998853807,0.736300514511215,0.263699485488785,1.04513888887595,0.34362355762026,0.43145839069909,0.835522556963621,0.910358713064355
en657,12',10-11',NA',L11,,NaN,2020-10-15 16:49:49+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76928,-70.87725,35.497,20.25,1,21.785761589404,1.61892193204037,5%,>10&<200,a,a,0.412044788985485,0.303388790131677,0.108655998853807,0.736300514511215,0.263699485488785,1.04513888887595,0.34362355762026,NaN,0.131777278899345,0.409459621163926
en657,12',10-11',NA',L11,,NaN,2020-10-15 16:49:49+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76928,-70.87725,35.497,20.25,1,21.785761589404,1.61892193204037,5%,>10&<200,a,b,0.412044788985485,0.303388790131677,0.108655998853807,0.736300514511215,0.263699485488785,1.04513888887595,0.34362355762026,0.200547830627427,NaN,0.575034352843468
en657,12',10-11',NA',L11,,NaN,2020-10-15 16:49:49+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76928,-70.87725,35.497,20.25,1,21.785761589404,1.61892193204037,5%,>10&<200,a,c,0.412044788985485,0.303388790131677,0.108655998853807,0.736300514511215,0.263699485488785,1.04513888887595,0.34362355762026,0.105399599059297,0.484421713665824,0.773547516080347
en657,12',10-11',NA',L11,,NaN,2020-10-15 16:49:49+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76928,-70.87725,35.497,20.25,1,21.785761589404,1.61892193204037,5%,>10&<200,b,a,0.412044788985485,0.303388790131677,0.108655998853807,0.736300514511215,0.263699485488785,1.04513888887595,0.34362355762026,0.25095108985705,0.477844539588522,0.868050155217258
en657,12',10-11',NA',L11,,NaN,2020-10-15 16:49:49+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76928,-70.87725,35.497,20.25,1,21.785761589404,1.61892193204037,5%,>10&<200,b,b,0.412044788985485,0.303388790131677,0.108655998853807,0.736300514511215,0.263699485488785,1.04513888887595,0.34362355762026,0.355497620906165,0.607277921393124,0.780787888361936
en657,12',10-11',NA',L11,,NaN,2020-10-15 16:49:49+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76928,-70.87725,35.497,20.25,1,21.785761589404,1.61892193204037,5%,>10&<200,b,c,0.412044788985485,0.303388790131677,0.108655998853807,0.736300514511215,0.263699485488785,1.04513888887595,0.34362355762026,0.479195468746584,0.522962676875516,0.839084063297781
en657,12',10-11',NA',L11,,NaN,2020-10-15 16:49:49+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76928,-70.87725,35.497,20.25,1,21.785761589404,1.61892193204037,5%,>0&<10,a,a,0.412044788985485,0.303388790131677,0.108655998853807,0.736300514511215,0.263699485488785,1.04513888887595,0.34362355762026,NaN,1.03940773445317,0.707603406845537
en657,12',10-11',NA',L11,,NaN,2020-10-15 16:49:49+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76928,-70.87725,35.497,20.25,1,21.785761589404,1.61892193204037,5%,>0&<10,a,b,0.412044788985485,0.303388790131677,0.108655998853807,0.736300514511215,0.263699485488785,1.04513888887595,0.34362355762026,0.173504997337189,NaN,0.658981946651742
en657,12',10-11',NA',L11,,NaN,2020-10-15 16:49:49+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76928,-70.87725,35.497,20.25,1,21.785761589404,1.61892193204037,5%,>0&<10,a,c,0.412044788985485,0.303388790131677,0.108655998853807,0.736300514511215,0.263699485488785,1.04513888887595,0.34362355762026,0.20594236239605,0.978357294836937,0.583726475402503
en657,12',10-11',NA',L11,,NaN,2020-10-15 16:49:49+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76928,-70.87725,35.497,20.25,1,21.785761589404,1.61892193204037,5%,>0&<10,b,a,0.412044788985485,0.303388790131677,0.108655998853807,0.736300514511215,0.263699485488785,1.04513888887595,0.34362355762026,0.720773598320348,0.977422909380607,0.970856536139702
en657,12',10-11',NA',L11,,NaN,2020-10-15 16:49:49+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76928,-70.87725,35.497,20.25,1,21.785761589404,1.61892193204037,5%,>0&<10,b,b,0.412044788985485,0.303388790131677,0.108655998853807,0.736300514511215,0.263699485488785,1.04513888887595,0.34362355762026,0.696526512856201,0.947512724094045,0.99731381528683
en657,12',10-11',NA',L11,,NaN,2020-10-15 16:49:49+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76928,-70.87725,35.497,20.25,1,21.785761589404,1.61892193204037,5%,>0&<10,b,c,0.412044788985485,0.303388790131677,0.108655998853807,0.736300514511215,0.263699485488785,1.04513888887595,0.34362355762026,0.663210591374534,0.967556373016477,0.979990276927497
en657,12',15-16',NA',L11,,NaN,2020-10-15 16:52:43+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76888,-70.8767,25.776,20.17705,1,21.785761589404,1.61892193204037,15%,>0&<200,a,a,0.749600837707296,0.647222558052278,0.102378279655018,0.863422938576018,0.136577061423982,1.04513888887595,0.17131167797029,0.495198141149598,NaN,0.442586179067764
en657,12',15-16',NA',L11,,NaN,2020-10-15 16:52:43+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76888,-70.8767,25.776,20.17705,1,21.785761589404,1.61892193204037,15%,>0&<200,a,b,0.749600837707296,0.647222558052278,0.102378279655018,0.863422938576018,0.136577061423982,1.04513888887595,0.17131167797029,0.670125069562683,-0.159143161614104,0.437610424172694
en657,12',15-16',NA',L11,,NaN,2020-10-15 16:52:43+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76888,-70.8767,25.776,20.17705,1,21.785761589404,1.61892193204037,15%,>0&<200,a,c,0.749600837707296,0.647222558052278,0.102378279655018,0.863422938576018,0.136577061423982,1.04513888887595,0.17131167797029,0.453158403886764,-0.0618720033288007,NaN
en657,12',15-16',NA',L11,,NaN,2020-10-15 16:52:43+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76888,-70.8767,25.776,20.17705,1,21.785761589404,1.61892193204037,15%,>0&<200,b,a,0.749600837707296,0.647222558052278,0.102378279655018,0.863422938576018,0.136577061423982,1.04513888887595,0.17131167797029,NaN,0.064003801438569,0.471909262436625
en657,12',15-16',NA',L11,,NaN,2020-10-15 16:52:43+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76888,-70.8767,25.776,20.17705,1,21.785761589404,1.61892193204037,15%,>0&<200,b,b,0.749600837707296,0.647222558052278,0.102378279655018,0.863422938576018,0.136577061423982,1.04513888887595,0.17131167797029,0.796189217450415,0.181768793477492,0.486240551573679
en657,12',15-16',NA',L11,,NaN,2020-10-15 16:52:43+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76888,-70.8767,25.776,20.17705,1,21.785761589404,1.61892193204037,15%,>0&<200,b,c,0.749600837707296,0.647222558052278,0.102378279655018,0.863422938576018,0.136577061423982,1.04513888887595,0.17131167797029,0.72126197874912,0.268927741487905,0.462234409345764
en657,12',15-16',NA',L11,,NaN,2020-10-15 16:52:43+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76888,-70.8767,25.776,20.17705,1,21.785761589404,1.61892193204037,15%,>10&<200,a,a,0.749600837707296,0.647222558052278,0.102378279655018,0.863422938576018,0.136577061423982,1.04513888887595,0.17131167797029,NaN,0.154965884870665,NaN
en657,12',15-16',NA',L11,,NaN,2020-10-15 16:52:43+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76888,-70.8767,25.776,20.17705,1,21.785761589404,1.61892193204037,15%,>10&<200,a,b,0.749600837707296,0.647222558052278,0.102378279655018,0.863422938576018,0.136577061423982,1.04513888887595,0.17131167797029,NaN,0.164731834733359,1.19477433126812
en657,12',15-16',NA',L11,,NaN,2020-10-15 16:52:43+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76888,-70.8767,25.776,20.17705,1,21.785761589404,1.61892193204037,15%,>10&<200,a,c,0.749600837707296,0.647222558052278,0.102378279655018,0.863422938576018,0.136577061423982,1.04513888887595,0.17131167797029,NaN,0.0783597210815876,1.28627660448281
en657,12',15-16',NA',L11,,NaN,2020-10-15 16:52:43+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76888,-70.8767,25.776,20.17705,1,21.785761589404,1.61892193204037,15%,>10&<200,b,a,0.749600837707296,0.647222558052278,0.102378279655018,0.863422938576018,0.136577061423982,1.04513888887595,0.17131167797029,0.404799018758385,0.583047471036734,1.03281076838237
en657,12',15-16',NA',L11,,NaN,2020-10-15 16:52:43+00:00,2020-10-15 18:20:00+00:00,2020-10-16 19:25:00+00:00,39.76888,-70.8767,25.776,20.17705,1,21.785761589404,1.61892193204037,15%,>10&<200,b,b,0.749600837707296,0.647222558052278,0.102378279655018,0.863422938576018,0.136577061423982,1.04513888887595,0.17131167797029,0.586731089700327,0.444895366077622,0.655533468444234
