cruise,cast,niskin,niskin_second_cast,station,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,temperature_sampling,incubation_tank,temperature_incubation_avg,temperature_incubation_std,light_level,size_fraction,replicate_bottle,replicate_chl,Chla,Chlad10,Chlau10,Chlad10per,Chlau10per,duration_incubation,dilution,k_dil,k_wsw_NoN,k_wsw_N
en644,1',20-21-22',NA',L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,3,24.1979041533546,2.00346426504113,100%,>0&<200,a,a,0.587663734691508,0.378308529207658,0.20935520548385,0.64375,0.35625,1.08194444444962,0.243256578947368,NaN,1.88630619383023,0.186577188784969
en644,1',20-21-22',NA',L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,3,24.1979041533546,2.00346426504113,100%,>0&<200,a,b,0.587663734691508,0.378308529207658,0.20935520548385,0.64375,0.35625,1.08194444444962,0.243256578947368,1.71711046909006,1.97654970870274,-0.0499722712636875
en644,1',20-21-22',NA',L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,3,24.1979041533546,2.00346426504113,100%,>0&<200,a,c,0.587663734691508,0.378308529207658,0.20935520548385,0.64375,0.35625,1.08194444444962,0.243256578947368,1.84781186949492,1.71779333004202,-0.0309146502291586
en644,1',20-21-22',NA',L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,3,24.1979041533546,2.00346426504113,100%,>0&<200,b,a,0.587663734691508,0.378308529207658,0.20935520548385,0.64375,0.35625,1.08194444444962,0.243256578947368,2.05202136614519,1.89808038967068,-0.218485135051902
en644,1',20-21-22',NA',L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,3,24.1979041533546,2.00346426504113,100%,>0&<200,b,b,0.587663734691508,0.378308529207658,0.20935520548385,0.64375,0.35625,1.08194444444962,0.243256578947368,2.01463039390086,2.05876047883313,-0.230111223869484
en644,1',20-21-22',NA',L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,3,24.1979041533546,2.00346426504113,100%,>0&<200,b,c,0.587663734691508,0.378308529207658,0.20935520548385,0.64375,0.35625,1.08194444444962,0.243256578947368,2.05202136614519,1.9977980439039,-0.0499722712636875
en644,1',20-21-22',NA',L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,3,24.1979041533546,2.00346426504113,100%,>10&<200,a,a,0.587663734691508,0.378308529207658,0.20935520548385,0.64375,0.35625,1.08194444444962,0.243256578947368,2.69037180670421,2.75854283675258,0.0948168728083699
en644,1',20-21-22',NA',L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,3,24.1979041533546,2.00346426504113,100%,>10&<200,a,b,0.587663734691508,0.378308529207658,0.20935520548385,0.64375,0.35625,1.08194444444962,0.243256578947368,2.87531213049293,2.63844755610002,0.263329736596584
en644,1',20-21-22',NA',L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,3,24.1979041533546,2.00346426504113,100%,>10&<200,a,c,0.587663734691508,0.378308529207658,0.20935520548385,0.64375,0.35625,1.08194444444962,0.243256578947368,2.51716724820108,2.74681842743343,0.26140218245855
en644,1',20-21-22',NA',L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,3,24.1979041533546,2.00346426504113,100%,>10&<200,b,a,0.587663734691508,0.378308529207658,0.20935520548385,0.64375,0.35625,1.08194444444962,0.243256578947368,2.88008868827735,2.94012347514271,-0.0154907850799956
en644,1',20-21-22',NA',L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,3,24.1979041533546,2.00346426504113,100%,>10&<200,b,b,0.587663734691508,0.378308529207658,0.20935520548385,0.64375,0.35625,1.08194444444962,0.243256578947368,2.77952635311591,2.75335034065628,-0.164935401141402
en644,1',20-21-22',NA',L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,3,24.1979041533546,2.00346426504113,100%,>10&<200,b,c,0.587663734691508,0.378308529207658,0.20935520548385,0.64375,0.35625,1.08194444444962,0.243256578947368,2.77952635311591,NaN,NaN
en644,1',20-21-22',NA',L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,3,24.1979041533546,2.00346426504113,100%,>0&<10,a,a,0.587663734691508,0.378308529207658,0.20935520548385,0.64375,0.35625,1.08194444444962,0.243256578947368,0.557344399084026,-0.258211594940111,0.0107992201932765
