cruise,cast,niskin,niskin_other_method,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,duration_incubation,dilution,k_dil_HL,k_wsw_NoN_HL,k_wsw_N_HL,k_dil_LL,k_wsw_NoN_LL,k_wsw_N_LL,k_dil_HL_u10um,k_wsw_NoN_HL_u10um,k_wsw_N_HL_u10um,k_dil_LL_u10um,k_wsw_NoN_LL_u10um,k_wsw_N_LL_u10um,k_dil_HL_d10um,k_wsw_NoN_HL_d10um,k_wsw_N_HL_d10um,k_dil_LL_d10um,k_wsw_NoN_LL_d10um,k_wsw_N_LL_d10um,k_dil_HL_10um_sf,k_wsw_NoN_HL_10um_sf,k_wsw_N_HL_10um_sf,k_dil_LL_10um_sf,k_wsw_NoN_LL_10um_sf,k_wsw_N_LL_10um_sf,k_dil_HL_no_mesh,k_wsw_NoN_HL_no_mesh,k_wsw_N_HL_no_mesh,k_dil_LL_no_mesh,k_wsw_NoN_LL_no_mesh,k_wsw_N_LL_no_mesh
at46,2',22-23',NA,2022-02-17 02:46:32+00:00,2022-02-17 03:20:00+00:00,2022-02-18 03:32:00+00:00,0,0,0,1.00833333330229,0.166788176724228,0.988847864269306,0.124020579458427,-0.173499905554889,NaN,NaN,NaN,0.535553030827595,0.807902773322928,0.637054735591322,NaN,NaN,NaN,0.718661681407577,-1.0431224624185,-1.27311589501376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
at46,2',22-23',NA,2022-02-17 02:46:32+00:00,2022-02-17 03:20:00+00:00,2022-02-18 03:32:00+00:00,0,0,0,1.00833333330229,0.166788176724228,0.421857550307234,-0.119623116865064,-0.0358628200722334,NaN,NaN,NaN,0.710218213692587,0.751754453986363,0.347254491558365,NaN,NaN,NaN,0.42967507602706,-0.830267653694526,-0.504877665425337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
at46,2',22-23',NA,2022-02-17 02:46:32+00:00,2022-02-17 03:20:00+00:00,2022-02-18 03:32:00+00:00,0,0,0,1.00833333330229,0.166788176724228,NaN,0.166834415971648,-0.11613329857884,NaN,NaN,NaN,0.523096113488184,0.608268616694553,0.848021585963391,NaN,NaN,NaN,0.734778458061477,-0.464048151245823,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
at46,2',22-23',NA,2022-02-17 02:46:32+00:00,2022-02-17 03:20:00+00:00,2022-02-18 03:32:00+00:00,0,0,0,1.00833333330229,0.166788176724228,0.135257052645201,0.0648672476437342,-0.199680431673253,NaN,NaN,NaN,0.554817438267357,0.929749015291528,0.811308695817499,NaN,NaN,NaN,0.692793965009052,-1.87684461068431,-3.433643939038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
at46,2',22-23',NA,2022-02-17 02:46:32+00:00,2022-02-17 03:20:00+00:00,2022-02-18 03:32:00+00:00,0,0,0,1.00833333330229,0.166788176724228,NaN,0.382523939616341,0.0590451366568439,NaN,NaN,NaN,-0.362260949894375,0.965311647236316,0.83150218980954,NaN,NaN,NaN,1.29148068674264,-2.41056799350055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
at46,6',21-22-23',NA,2022-02-17 13:27:22+00:00,2022-02-17 14:30:00+00:00,2022-02-18 14:45:00+00:00,0,0,0,1.01041666674428,0.20112590716918,NaN,0.0898913923483814,0.0167619404996399,NaN,NaN,NaN,-0.0926494787775982,0.101077208491284,0.291691280094435,NaN,NaN,NaN,0.511989262163712,-0.089268388860585,-0.354766767325644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
at46,6',21-22-23',NA,2022-02-17 13:27:22+00:00,2022-02-17 14:30:00+00:00,2022-02-18 14:45:00+00:00,0,0,0,1.01041666674428,0.20112590716918,NaN,0.0298745263578107,0.0587576646458407,NaN,NaN,NaN,0.550033350058298,0.106593585972228,0.235366335653269,NaN,NaN,NaN,NaN,-0.0974252266942905,-0.234859412890874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
at46,6',21-22-23',NA,2022-02-17 13:27:22+00:00,2022-02-17 14:30:00+00:00,2022-02-18 14:45:00+00:00,0,0,0,1.01041666674428,0.20112590716918,0.026400635829016,-0.00999622269793788,0.0492233043895231,NaN,NaN,NaN,0.104414966355458,0.273270186724592,0.128356668852892,NaN,NaN,NaN,0.233326157425351,-0.413107971062593,-0.0546789023269928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
at46,6',21-22-23',NA,2022-02-17 13:27:22+00:00,2022-02-17 14:30:00+00:00,2022-02-18 14:45:00+00:00,0,0,0,1.01041666674428,0.20112590716918,NaN,0.068201049688621,-0.0444945298469479,NaN,NaN,NaN,0.245712900433304,0.296243473951359,0.323125504690162,NaN,NaN,NaN,-0.086886281946615,-0.471114261312719,-0.432068143299922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
at46,6',21-22-23',NA,2022-02-17 13:27:22+00:00,2022-02-17 14:30:00+00:00,2022-02-18 14:45:00+00:00,0,0,0,1.01041666674428,0.20112590716918,NaN,0.0331257060549184,0.120075510998968,NaN,NaN,NaN,0.117726407398473,0.215855759068867,0.323125504690162,NaN,NaN,NaN,0.208888107853257,-0.286367138504169,-0.432068143299922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
at46,6',21-22-23',NA,2022-02-17 13:27:22+00:00,2022-02-17 14:30:00+00:00,2022-02-18 14:45:00+00:00,0,0,0,1.01041666674428,0.20112590716918,0.257234656978035,-0.106051041581467,0.0898913923483814,NaN,NaN,NaN,NaN,-0.128224068774684,0.273270186724592,NaN,NaN,NaN,NaN,0.173199019519508,-0.31316243262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
