cruise,cast,niskin,niskin_other_method,nearest_station,distance,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,temperature_sampling,incubation_tank,temperature_incubation_avg,temperature_incubation_std,light_level,size_fraction,replicate_bottle,replicate_chl,Chla,Chlad10,Chlau10,Chlad10per,Chlau10per,duration_incubation,dilution,k_dil,k_wsw_NoN,k_wsw_N
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,15%,>0&<200,a,b,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,0.854902459772425,0.498526633198476,0.500893498208743
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,15%,>0&<200,a,c,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,NaN,0.597706953288111,0.595558724749821
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,15%,>0&<200,b,a,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,0.490778691820698,0.464788493566626,0.39894192776904
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,15%,>0&<200,b,b,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,0.562881985722043,0.558314551577449,0.544831201240163
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,15%,>0&<200,b,c,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,0.654231764310271,0.507960665431835,0.662111345259093
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,15%,>10&<200,a,a,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,NaN,NaN,0.881780751096794
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,15%,>10&<200,a,b,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,-0.124052648669979,NaN,0.988264231499241
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,15%,>10&<200,a,c,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,-0.114662908320138,NaN,0.870481195842858
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,15%,>10&<200,b,a,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,NaN,NaN,0.835795637854969
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,15%,>10&<200,b,b,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,0.143378582845346,NaN,0.835795637854969
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,15%,>10&<200,b,c,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,0.216454563163413,NaN,0.870481195842858
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,15%,>0&<10,a,a,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,NaN,NaN,0.512267366247391
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,15%,>0&<10,a,b,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,0.829585989137973,NaN,0.484590322868816
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,15%,>0&<10,a,c,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,0.827481463633057,NaN,0.51499340155663
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,15%,>0&<10,b,a,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,0.845919975222595,NaN,0.48178001656956
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,15%,>0&<10,b,b,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,0.755046680373261,NaN,0.48178001656956
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,15%,>0&<10,b,c,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,0.730976750432993,NaN,0.473301397714008
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,65%,>0&<200,a,a,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,0.527480058671127,0.317152494760561,0.621037810050807
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,65%,>0&<200,a,b,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,0.580123792156553,0.459874478764198,0.743236890071462
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,65%,>0&<200,a,c,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,0.536448728653889,0.409358688627295,0.711188907045103
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,65%,>0&<200,b,a,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,0.654231764310271,0.388415514782052,0.960799031547477
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,65%,>0&<200,b,b,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,0.752423790489487,0.538020732237636,0.930493682052148
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,65%,>0&<200,b,c,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,0.646263594661092,0.347924153427315,0.960799031547477
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,65%,>10&<200,a,a,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,-0.0469169197877531,NaN,1.06597321582656
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,65%,>10&<200,a,b,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,-0.157628944203583,NaN,0.914932958413692
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,65%,>10&<200,a,c,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,-0.0961438605529038,NaN,0.957492572832489
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,65%,>10&<200,b,a,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,NaN,NaN,1.41702490221093
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,65%,>10&<200,b,b,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,0.199533685675075,NaN,1.49301080918885
en617,14',20-21-22-23-24',NA',,NaN,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.145296,-70.759398,7.0248,23.018,1,23.7034221453287,0.385064634267336,65%,>10&<200,b,c,0.336618576368411,0.288226920168765,0.0483916561996461,0.856241872561769,0.143758127438231,1,0.255526657997399,0.287682072451781,NaN,1.36987812378523
