cruise,cast,niskin,niskin_other_method,station,nearest_station,distance,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,temperature_sampling,incubation_tank,temperature_incubation_avg,temperature_incubation_std,light_level,size_fraction,replicate_bottle,replicate_chl,Chla,Chlad10,Chlau10,Chlad10per,Chlau10per,duration_incubation,dilution,k_dil,k_wsw_NoN,k_wsw_N
en649,1',16-17-18',NA',L1,,NaN,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,5.3338,1,6.08090592334495,0.480940819164082,15%,>0&<200,a,a,3.83129827883059,1.31800582662769,2.5132924522029,0.344010236402157,0.655989763597843,0.993055555620231,0.172068046902859,0.152524328050918,-0.164837760374328,0.12501467033622
en649,1',16-17-18',NA',L1,,NaN,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,5.3338,1,6.08090592334495,0.480940819164082,15%,>0&<200,a,b,3.83129827883059,1.31800582662769,2.5132924522029,0.344010236402157,0.655989763597843,0.993055555620231,0.172068046902859,0.0632197862317219,0.073337641846226,-0.0191600733300129
en649,1',16-17-18',NA',L1,,NaN,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,5.3338,1,6.08090592334495,0.480940819164082,15%,>0&<200,a,c,3.83129827883059,1.31800582662769,2.5132924522029,0.344010236402157,0.655989763597843,0.993055555620231,0.172068046902859,0.521943724885779,0.0494903797706081,-0.179877326143755
en649,1',16-17-18',NA',L1,,NaN,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,5.3338,1,6.08090592334495,0.480940819164082,15%,>0&<200,b,a,3.83129827883059,1.31800582662769,2.5132924522029,0.344010236402157,0.655989763597843,0.993055555620231,0.172068046902859,0.460915715407462,NaN,-0.0790326538473396
en649,1',16-17-18',NA',L1,,NaN,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,5.3338,1,6.08090592334495,0.480940819164082,15%,>0&<200,b,b,3.83129827883059,1.31800582662769,2.5132924522029,0.344010236402157,0.655989763597843,0.993055555620231,0.172068046902859,0.0871440441964703,-0.234358417087171,-0.258641063129816
en649,1',16-17-18',NA',L1,,NaN,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,5.3338,1,6.08090592334495,0.480940819164082,15%,>0&<200,b,c,3.83129827883059,1.31800582662769,2.5132924522029,0.344010236402157,0.655989763597843,0.993055555620231,0.172068046902859,NaN,-0.389700376603711,-0.291956527920339
en649,1',16-17-18',NA',L1,,NaN,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,5.3338,1,6.08090592334495,0.480940819164082,15%,>10&<200,a,a,3.83129827883059,1.31800582662769,2.5132924522029,0.344010236402157,0.655989763597843,0.993055555620231,0.172068046902859,0.177092313100689,0.0715083304217244,0.106871416702768
en649,1',16-17-18',NA',L1,,NaN,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,5.3338,1,6.08090592334495,0.480940819164082,15%,>10&<200,a,b,3.83129827883059,1.31800582662769,2.5132924522029,0.344010236402157,0.655989763597843,0.993055555620231,0.172068046902859,0.154726196409388,0.0981463869691089,0.213910854692747
en649,1',16-17-18',NA',L1,,NaN,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,5.3338,1,6.08090592334495,0.480940819164082,15%,>10&<200,a,c,3.83129827883059,1.31800582662769,2.5132924522029,0.344010236402157,0.655989763597843,0.993055555620231,0.172068046902859,0.24824979081538,0.229413497119382,0.267157037738203
en649,1',16-17-18',NA',L1,,NaN,2020-02-01 18:17:55+00:00,2020-02-01 19:20:00+00:00,2020-02-02 19:10:00+00:00,41.2041066666667,-70.88648,3.44533333333333,5.3338,1,6.08090592334495,0.480940819164082,15%,>10&<200,b,a,3.83129827883059,1.31800582662769,2.5132924522029,0.344010236402157,0.655989763597843,0.993055555620231,0.172068046902859,NaN,0.317728586641083,0.213910854692747
